https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,9/10,A dramatic picture into the different the sides of family life and trust.,maine_310,https://www.imdb.com/user/ur18905202/?ref_=tt_urv,31 March 2008,"9 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"Lindsay Lohan presented a different character approach where she played an amatory teen raised in California and sent to live with her pious grandmother for the sake of her redemption. This movie not only enhances the struggles between drinking and growing up too fast, but it shows the love in a family. This movie would play mind games with you which would inspire you to love each character. Felicity Huffman, played Lindsay Lohan's distressed mother and slowly throughout the movie it is seen how closely alike they are. Georgia Rule was a new take on movies and if you are in for a new turn of adventure and occasional comedy kicks, Georgia Rule is it.
9 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,10/10,Pleasantly Surprised,ksujessi19,https://www.imdb.com/user/ur16304132/?ref_=tt_urv,5 August 2007,"91 out of 118 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"This movie was a complete surprise! I had heard the worst reviews and when I watched it I was happily surprised. Love her or hate her Lindsey Lohan can act. I agree with others that say this movie was badly advertised. It is definitely not a light comedy, but deals with a real issue of sexual abuse. Lohan's acting makes the watcher laugh, cry, and ask yourself if she really just said that. She makes all those around her shine. I'm tired of the same old movies making it big on screen just because they are the stereotypical feel good comedies. This is finally an original movie with an original screenplay. If you are tired of copycat movies you should watch this one. Thumbs up!
91 out of 118 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,6/10,"Good, if flawed, film",Disclord-1,https://www.imdb.com/user/ur16650520/?ref_=tt_urv,6 September 2007,"8 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"Before watching the DVD of Georgia Rule last night, I knew nothing about the film other than it was savaged by critics and was a huge theatrical bomb. I was pleasantly surprised at how good it was though, especially the acting from Lindsay Lohan. Her character in the film, as well as in real life, is one messed up young woman. Doing or saying whatever is needed at the time to get her through the situation, her character is very realistic and believable. I personally know a young woman with just these types of issues and reactions. Ms. Lohan's acting ability is phenomenal - and like other amazing, but difficult, actors, her off-screen antics never show up in the finished product. If she can straighten her life out, an Academy Award will be hers someday.

As always, it's wonderful seeing Jane Fonda back on the silver screen - and she looks superb! Too bad Mary Tyler Moore went crazy with the plastic surgery or she could (and should!) look this good now, too. Felicity Huffman is, as usual, stunning - her work is simply too good to ignore - hopefully, her and her husband, William H. Macy, will act together in the future. I'm surprised he wasn't involved in this project as a producer or something, like he was in Transamerica.

This film is difficult - it's a very, very serious film with deep, hard-to-watch issues going on. Yet, at the same time, Garry Marshall has tried to make it a light-hearted comedy too - it can't be both. From the looks of the finished product, I'd say a lot of the film ended up on the cutting room floor - too many scenes are simply not dealt with the way they should have been - like when Jane goes to buy the liquor - where's the struggle with the issue of what she is doing? Nowhere - instead we are treated to a, supposed, comical scene of her trying to hide the fact she's bought the liquor. Bizarre! It's like the film makers felt the movie had gotten too heavy at that point and needed some comic relief. Strange! The Mormon aspect was dealt with poorly too - the guy's issues with not having pre-marital sex rang false - an LDS (Mormon) church member, who was raised in the church, would know the reason why pre-marital sex is frowned upon, not just that it would ""make God mad."" The writer seems to know no more about the LDS religion and beliefs than some person told him - and he seemed to do no more in-depth research about it.

Still, don't let these complaints turn you off from seeing Georgia Rule. It's well worth your 2 hours."
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,7/10,Georgia Rule,rajdoctor,https://www.imdb.com/user/ur13223958/?ref_=tt_urv,4 October 2007,"26 out of 32 found this helpful. Was this review helpful? Sign in to vote.
Permalink",True,"When I saw this movie's trailer, I was not at all impressed by it. When I read the IMDb reviews, same was the case. The advertisements and marketing of this movie also seemed lackluster. Yet, I went to see the movie because in one of the reviews I read it was about ""child molestation"".

The movie is the story of three women  grandmother Georgia (Jane Fonda), daughter Lilly (Felicity Hoffman) and granddaughter Rachael (Lindsay Lohan). Seventeen years old Rachael has grown up to be a liar, loose character, rebel, ill-mannered etc. Lilly decides to leave Rachael with Georgia in one of the small towns of Idaho  hoping that Rachael will learn some good things from her grandmother. There are funny moments between religious Georgia and rebellious Rachael. Soon Rachael discloses that she was sexually molested by her stepfather Arnold (Cary Elwes), and this becomes the intrinsic turning point in the movie. Rachael keeps on changing her statements every now and then. Is Rachael telling the truth or lying? That forms the remaining story.

The character of Rachael was very puzzling to begin with. Being careless, sexually active, liar, outspoken, rebellious made us cringe to begin with. But as the story progressed, the character with such weirdness looked so real and acceptable.

All the actresses acted well  Jane Fonda, Felicity Hoffman but this very talented Lindsay Lohan captures the show - all in all. Hats off to Director Garry Marshall for bringing such a women's issue on the forefront and touch such a delicate topic out in the front fore.

The landscape of Idaho is capture miraculously. Some reviewer disagreed with the overly religious bent of Idaho people, but I think that does not matter  one need not take such small things to heart. It is just a story and as projecting as being non-religious is a non-issue, so projected being religious should be.

Overall, a welcome experience of an ""under-the-carpet"" subject  of child molestation  treated with not so much heaviness and darkness.

(Stars 7.5 out of 10)
26 out of 32 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,7/10,The Difference Between Truth and Lie,claudio_carvalho,https://www.imdb.com/user/ur2488512/?ref_=tt_urv,13 January 2008,"29 out of 37 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"The rebel, reckless and spoiled teenager Rachel Wilcox (Lindsay Lohan) travels from San Francisco to the conservative Mormon Hull, Idaho, with her alcoholic mother Lily (Felicity Huffman) to spend the summer with her grandmother Georgia (Jane Fonda). Rachel and Lily have a troubled relationship and Georgia follows severe rules at her home. While with Georgia, Rachel reveals a traumatic secret from her past that explains her rebelliousness and brings her mother back to Idaho to check whether her daughter is telling the truth.

The screenplay of ""Georgia Rule"" is unusual, beginning with comedy but developing in a touching drama related to child abuse and relationship among three generations of the same family. The lead female characters are dysfunctional: Rachel lies, uses drugs and booze and behaves like a slut, with no sense of morality; her mother Lily is an alcoholic woman; and her grandmother Georgia does not express her love with her tough rules. The story is engaging, funny in many moments and heartbreaking in others, and shows the importance of the truth, no matter how painful it is, and family bonds to help to supersede problems and difficulties. The gorgeous Lindsay Lohan and Felicity Huffman are amazing, but Jane Fonda performs a strange but fair character. My vote is seven.

Title (Brazil): ""Ela é A Poderosa"" (""She is The Powerful"")"
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,9/10,Great movie - Great Cast - Bad Marketing,rwilliams-32,https://www.imdb.com/user/ur11490711/?ref_=tt_urv,16 May 2007,"112 out of 164 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"Once again Hollywood marketing has classified a heartfelt drama as a rip roaring comedy. Georgia Rule is no laughing matter, but it is a powerful, worthwhile movie with an outstanding cast. Forget all the critic's reviews -- they don't ""get it"".

The opening is a little slow but it accurately portrays the strained relationships and secrets in this family. Fonda and Huffman are brilliant and so is Lohan. Given the press surrounding Lohan during the filming, my expectations were pretty low and I was very surprised at how good she was and how good the movie was.

It's a great movie to open dialog with your Mom or your resident teenager. Take the R rating seriously - it's a mature chick flick - one of the best.

Garry Marshall did a good job at handling a heavy subject. There are a couple of laughs along the way for comedy relief, but this is a movie that will stay with you. Go see it.
112 out of 164 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,6/10,Good film - misleading trailer,dishmanl,https://www.imdb.com/user/ur1535227/?ref_=tt_urv,11 May 2007,"106 out of 156 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"Audiences can rebel and demand money back for numerous reasons. Viewers certainly do not like being misled by a trailer.

Georgia Rule is a prime example of an ill-marketed flick. Truth be told, I don't know how anyone could market the film. Is Georgia Rule without merit? Absolutely not! Is it a quirky comedy peopled by foreigners from California mixing with the quirky locals? Yes. Is it a slapstick comedy with clever comebacks? Yes. WHAT'S THE PROBLEM??? Quirky and clever comprise at the most 15 minutes of the film. Here is a serious drama about a family disintegrating because of communication problems and damaging behavior. Slowly the onion peels before the unsuspecting town (and the audience too). Long hidden problems drive squirm-inducing behavior on the part of the three female protagonists. The supporting cast, whether villains or heroes, perform wonders with roles better fleshed out than expected. The photography immerses watchers into small-town Idaho and its natural beauty. The score is unobtrusive - good. Now to the big stuff: · this script by Mark Andrus is another of his studies in deception, distrust, sex and revenge. None of these subjects is softened - the full impact of behaviors is up front and in-your-face but the characters seem real - these are not clichés. · I did not expect such a weighty film from Garry Marshall. He doesn't shy away from the material. He trusts his leads to get the job done. · And they deliver. Felicity Huffman walks a line as deftly as a tightrope walker. Her pain and confusion are very visible without being melodramatic or overwrought. Jane Fonda has a more difficult role - her Georgia barely reveals anything. Her every fiber tenses with control - you can almost hear her jaw clenching as she watches her daughter and granddaughter with disbelief. The surprise for me was Lindsay Lohan. A wise viewer would do well to set aside all the stories about her behavior during the making of this movie: what she delivered was simply amazing. Her character, Rachel, wears her demons on what few clothes surround her body. Miss Lohan's facial expressions veer wildly from vulnerability to defiance to dismay to anger and everything in between. The three ladies who carry Georgia Rule may fight it out come Oscar time. As for the film, I can't recommend it if only because of the subject matter."
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,7/10,"Well, that was unexpected",snippetchick,https://www.imdb.com/user/ur12178740/?ref_=tt_urv,13 May 2007,"35 out of 48 found this helpful. Was this review helpful? Sign in to vote.
Permalink",True,"This movie was NOT marketed appropriately. At all.

I went into the cinema expecting a light, cliché, feel-good movie. What I saw was much more serious than expected. While it did have some humour, mostly it was a fairly hard-hitting look at the effects of child sexual abuse and the consequences of the abuse coming out into the open.

The performances in the movie were all pretty solid. Lohan really shone in this role. Early on in the movie, I thought it really seemed as though she was essentially playing herself, especially after hearing about her various antics off-screen. She really did well in this role.
35 out of 48 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,8/10,It wasn't what I thought it was going to be...,LaurenRachel87,https://www.imdb.com/user/ur15699771/?ref_=tt_urv,14 June 2007,"55 out of 83 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"I won't lie--this was not the best movie I've ever seen, but it was pretty darn good. I didn't really expect much from Lohan but she actually blew me away. My one gripe about Lohan was her age portrayal. It was hard to believe she was seventeen with a smoker's rasp and second-skin jeans. Fonda on the other hand... not her best work, she was completely generic. Huffman's performance was humorous, although a little dark. Her alcoholism is pretty believable except the antibuse thing. The movie was amusing and the unexpected plot twist kept me stringing along for the duration of the movie trying to figure it all out, but not in a frustrating way. Overall I think this movie was far better than expected and totally enjoyable.
55 out of 83 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
https://www.imdb.com/title/tt0791304/reviews?ref_=tt_ov_rt,6/10,"It's pretty good, the ending just flopped though",Smells_Like_Cheese,https://www.imdb.com/user/ur1293485/?ref_=tt_urv,6 September 2007,"29 out of 41 found this helpful. Was this review helpful? Sign in to vote.
Permalink",False,"I'm not sure why I decided to rent Georgia Rule, but I guess you could just color me intrigued since this is the film that I heard where Lindsay Lohan caused all that trouble on being late constantly or not showing up on set. I really had no idea what this movie was about, but I watched it last night expecting probably an over the top chick flick, but actually it wasn't bad. Over all I would say that the story was very good and the actors did a good job, I mean say what you want about Lindsay, she is a good actress you have to admit. The only thing I was a bit disappointed with was the ending, but I'm not going to give that away, it's something you'll just have to see for yourselves. But the rest of the story was really good, funny at times, and very touching.

Rachel is a young trouble maker from California coming to Idaho to see her grandmother, Georgia, and stay with her for the summer. Rachel already stirs up quite a bit of trouble around the town when she messes around with a Christian boy, she makes the moves on a widowed man, and the fact that she is very blunt about things. But things take a different turn when she tells Simon, the widower and her boss, that she was molested by her step dad. He tells Georgia and Georgia calls her daughter, Rachel's alcoholic mother, Lily, comes to find out if that's the truth or not, Rachel for once doesn't wanna cause trouble and tells her mom it's all a lie. Georgia won't tolerate this though, she knows there's something wrong and has to let Rachel know that there are people there who love her and remind her the difference between right and wrong.

The story was really good I think, some of the characters could have used a little more developing, but it still worked. Was it a chick flick? Oh, yeah. But I think this is one of those rare one's that I don't mind. The girls did a great job on acting, so did Dermot Mulroney who played Simon. The ending was just a bit flat and I felt like there could have been a better conclusion, but you'll see if you watch it. But I would recommend it if you are just looking for a fun little flick for the afternoon. Georgia Rule is a good movie that will make you laugh and will touch your heart.

6/10"
